Juhtumi nr	Toimumisaeg	Isikuid	Hukkunuid	Sõidukeid	Vigastatuid	Aadress	Tänav	Maja nr	Ristuv tänav	Tee nr	Tee km	Maakond	Omavalitsus	Asustusüksus	Asula	Liiklusõnnetuse liik	Liiklusõnnetuse liik (detailne)	Kergliikurijuhi osalusel	Jalakäija osalusel	Kaassõitja osalusel	Maastikusõiduki juhi osalusel	Eaka (65+) mootorsõidukijuhi osalusel	Bussijuhi osalusel	Veoautojuhi osalusel	Ühissõidukijuhi osalusel	Sõiduautojuhi osalusel	Mootorratturi osalusel	Mopeedijuhi osalusel	Jalgratturi osalusel	Alaealise osalusel	Esmase juhiloa omaniku osalusel	Turvavarustust mitte kasutanud isiku osalusel	Mootorsõidukijuhi osalusel	Tüüpskeemi nr	Tüüpskeem	Tee tüüp	Tee tüüp (detailne)	Tee liik	Tee element	Tee element (detailne)	Tee objekt	Kurvilisus	Tee tasasus	Tee seisund	Teekate	Teekatte seisund	Sõiduradade arv	Lubatud sõidukiirus	Ilmastik	Valgustus	Valgustus (detailne)	X koordinaat	Y koordinaat	road_width	road_width_uom	n	distance	feature_x	feature_y	nearest_x	nearest_y		
2101250139653	2025-08-10 14:14:00	1	0	1	1	Harju maakond Tallinn Haabersti linnaosa Astangu tn	Astangu tn	19c		7848012	1.325	Harju maakond	Tallinn	Haabersti linnaosa	JAH	Ühesõidukiõnnetus	Sõiduki ümberpaiskumine teel	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE			Kergliiklustee	Jalg- ja jalgrattatee	Muu tee	Kergliiklustee	Jalgrattarada	Rajatis puudub	Sirge tee	Tasane tee	Sõidutee on korras	Püsikate	Kuiv			Selged olud	Valge aeg	Valge aeg	6585567.4	535633.6293	4	m	1	0.1469307825	535633.6293	6585567.4	535633.6435	6585567.546		
3100220285134	2022-05-26 13:00:00	0	0	2	1	Rapla maakond Rapla vald Metsküla		Matsi-Hansu		20166	8.777	Rapla maakond	Rapla vald	Metsküla	EI	Kokkupõrge	Kokkupõrge sõidukiga küljelt	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	502	Ristmiku peateel otse sõitva sõiduki konflikt paremalt poolt kõrvalteelt tuleva sõidukiga.	KOV tee/tänav	Kohalik maantee	Kõrvalmaantee	Ristmik	†-kujuline ristmik	Reguleerimata ristmik – liiklusmärkideta	Sirge tee	Tasane tee	Sõidutee on korras	Kruusatee	Märg	2	90	Selged olud	Valge aeg	Valge aeg	6525472.84	536152.58	6	m	1	0.03959553839	536152.58	6525472.84	536152.6151	6525472.858		
3120140056395	2014-09-05 22:01:00	2	1	2	0	Võru maakond VANA Antsla vald	ANTSLA - SÄNNA			25248	3.556	Võru maakond	Antsla vald	Säre küla	EI	Kokkupõrge	Kokkupõrge vastutuleva sõidukiga	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	601	Konflikt vastassuundadest otse sõitvate sõidukite vahel teelõigul või ristmiku peateel.	Riigitee	Kõrvalmaantee	Kõrvalmaantee	Erielemendita teelõik	Erielemendita teelõik	Rajatis puudub	Lauge kurv	Tasane tee	Sõidutee on korras	Püsikate	Kuiv	2	90	Pilvised olud	Pimeda aeg	Pimeda ajal valgustus puudub	6412162.42	653342.41	7	m	1	0.002731408289	653342.41	6412162.42	653342.4114	6412162.422		
3100200221604	2020-04-26 11:00:00	1	0	1	1	Harju maakond Tallinn Pirita linnaosa Vabaõhukooli tee	Vabaõhukooli tee	7/8				Harju maakond	Tallinn	Pirita linnaosa	JAH	Ühesõidukiõnnetus	Kokkupõrge teevälise takistusega	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	206	Sõiduki konflikt alalise objektiga teel (nt. ohutussaar, liiklusmärk vms.).	Muu tee	Metsatee	Muu tee	Erielemendita teelõik	Erielemendita teelõik	Rajatis puudub	Sirge tee	Tasane tee	Sõidutee on korras	Pinnastee	Kuiv		30	Selged olud	Valge aeg	Valge aeg	6592091	549748										
3140170017416	2017-04-05 12:18:00	2	0	1	2	Harju maakond Tallinn Põhja-Tallinna linnaosa Ristiku tn	Ristiku tn	62				Harju maakond	Tallinn	Põhja-Tallinna linnaosa	JAH	Ühesõidukiõnnetus	Kokkupõrge teevälise takistusega	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	206	Sõiduki konflikt alalise objektiga teel (nt. ohutussaar, liiklusmärk vms.).	KOV tee/tänav	Tänav	Muu tee	Erielemendita teelõik	Erielemendita teelõik	Jalakäijate ülekäigurada – reguleerimata	Sirge tee	Tasane tee	Sõidutee on korras	Püsikate	Märg		40	Pilvised olud	Valge aeg	Valge aeg	6589635	540442	7	m	1	2.692848118	540442	6589635	540444.3234	6589636.361		
3100210547206	2021-09-03 15:02:00	4	0	2	4	Põlva maakond Põlva vald	PÕLVA - KARISILLA			18153	4.24	Põlva maakond	Põlva vald	Partsi küla	EI	Kokkupõrge	Kokkupõrge sõidukiga küljelt	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	403	Teelõigul või ristmikul peateelt vasakpööret sooritava sõiduki konflikt otse sõitva või pööret sooritava sõidukiga.	Riigitee	Tugimaantee	Kõrvalmaantee	Ristmik	T-kujuline ristmik	Reguleerimata ristmik - liiklusmärkidega	Sirge tee	Tasane tee	Sõidutee on korras	Püsikate	Märg	2	70	Selged olud	Valge aeg	Valge aeg	6434851.93	687330.89	7	m	1	0.02459668671	687330.89	6434851.93	687330.8756	6434851.95		
3100190383629	2019-07-06 23:40:00	2	0	1	1	Harju maakond Tallinn Kesklinna linnaosa J. Poska tn	J. Poska tn	49				Harju maakond	Tallinn	Kesklinna linnaosa	JAH	Jalakäijaõnnetus	Kokkupõrge jalakäijaga	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	998	Muu liikluskonflikt.	KOV tee/tänav	Tänav	Muu tee	Erielemendita teelõik	Erielemendita teelõik	Rajatis puudub	Sirge tee	Tasane tee	Sõidutee on korras	Püsikate	Kuiv		30	Selged olud	Pimeda aeg	Pimeda ajal valgustus põleb	6589219	544552	7	m	1	2.865741925	544552	6589219	544549.4452	6589220.298		
2302110033876	2011-02-16 08:20:00	2	0	1	1										JAH	Jalakäijaõnnetus	Kokkupõrge jalakäijaga	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	103	Sõiduki konflikt teelõiku vasakult poolt ületava jalakäijaga.	KOV tee/tänav	Tänav		Ristmik	T-kujuline ristmik	Jalakäijate ülekäigurada – reguleerimata	Sirge tee	Tasane tee	Sõidutee on libe	Püsikate	Kuiv		50	Selged olud	Valge aeg	Valge aeg												
3100210048470	2021-01-27 17:15:00	2	0	1	1	Harju maakond Tallinn Haabersti linnaosa Õismäe tee	Õismäe tee	1a				Harju maakond	Tallinn	Haabersti linnaosa	JAH	Muu liiklusõnnetus	Kukkumine ühissõidukis	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	998	Muu liikluskonflikt.	KOV tee/tänav	Tänav	Muu tee	Ristmik	Ringristmik	Rajatis puudub	Lauge kurv	Tasane tee	Sõidutee on korras	Püsikate	Märg		50	Pilvised olud	Pimeda aeg	Pimeda ajal valgustus põleb	6586511	537186	11	m	1	0.1755745587	537186	6586511	537185.8776	6586511.126		
3100180178362	2018-04-19 17:55:00	2	0	2	1	Pärnu maakond Pärnu linn Paikuse alev	PÄRNU - TORI			59	4.524	Pärnu maakond	Pärnu linn	Paikuse alev	EI	Kokkupõrge	Kokkupõrge ees liikuva sõidukiga	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	401	Konflikt samas suunas otse sõitvate sõidukite vahel teelõigul või ristmiku peateel.	Riigitee	Tugimaantee	Tugimaantee	Erielemendita teelõik	Erielemendita teelõik	Rajatis puudub	Sirge tee	Tasane tee	Sõidutee on korras	Püsikate	Kuiv		90	Selged olud	Valge aeg	Valge aeg	6471452.87	537051.77	12	m	1	0.09588501094	537051.77	6471452.87	537051.698	6471452.933		
3100190737646	2019-12-20 11:27:00	1	0	1	1	Harju maakond Raasiku vald	ARUKÜLA - KOSTIVERE			11304	3.108	Harju maakond	Raasiku vald	Kurgla küla	EI	Ühesõidukiõnnetus	Sõiduki teelt väljasõit	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	202	Sõiduk kaotab teelõigul või ristmikul juhitavuse ning kaldub kavandatud kursist vasakule vastassuuna vööndisse või teelt välja.	Riigitee	Kõrvalmaantee	Kõrvalmaantee	Erielemendita teelõik	Erielemendita teelõik	Rajatis puudub	Sirge tee	Tasane tee	Sõidutee on korras	Püsikate	Märg	2	90	Pilvised olud	Valge aeg	Valge aeg	6583011.68	561242.18	7	m	1	0.0008097579817	561242.18	6583011.68	561242.1808	6583011.68		
2101240120985	2024-07-11 08:41:00	2	0	3	1	Lääne-Viru maakond Rakvere vald Sõmeru alevik	TALLINN - NARVA			1	100.856	Lääne-Viru maakond	Rakvere vald	Sõmeru alevik	EI	Kokkupõrge	Kokkupõrge vastutuleva sõidukiga	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	602	Teelõigul või ristmikul peateelt kõrvalteele vasakpööret sooritava sõiduki konflikt vastassuunast tuleva sõidukiga.	Riigitee	Põhimaantee	Põhimaantee	Ristmik	T-kujuline ristmik	Reguleerimata ristmik - liiklusmärkidega	Lauge kurv	Tasane tee	Sõidutee on korras	Püsikate	Kuiv	2	70	Pilvised olud	Valge aeg	Valge aeg	6583363	638333	11	m	1	0.3003093143	638333	6583363	638333.1725	6583363.246		
3100220274894	2022-05-21 14:14:00	1	0	1	1	Ida-Viru maakond Narva linn  A. Puškini tn	A. Puškini tn	20		1	212.132	Ida-Viru maakond	Narva linn	Narva linn	EI	Jalakäijaõnnetus	Kokkupõrge jalakäijaga	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	101	Sõiduki konflikt teelõigul samas suunas liikuva jalakäijaga.	Kergliiklustee	Jalg- ja jalgrattatee	Põhimaantee	Kergliiklustee	Jalgrattarada		Sirge tee	Tasane tee		Püsikate	Kuiv			Selged olud	Valge aeg	Valge aeg	6589488.69	738237.49	16	m	1	0.004399388914	738237.49	6589488.69	738237.4884	6589488.686		
2302120372487	2012-12-30 21:30:00	2	0	1	1	Harju maakond Tallinn Haabersti linnaosa Paldiski mnt	Paldiski mnt	115				Harju maakond	Tallinn	Haabersti linnaosa	JAH	Jalakäijaõnnetus	Kokkupõrge jalakäijaga	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	103	Sõiduki konflikt teelõiku vasakult poolt ületava jalakäijaga.	KOV tee/tänav	Tänav		Erielemendita teelõik	Erielemendita teelõik	Jalakäijate ülekäigurada – reguleeritud	Sirge tee	Tasane tee	Sõidutee on libe	Püsikate	Lumelörts, soolalumine segu		70	Vihmasadu	Pimeda aeg	Pimeda ajal valgustus põleb	6588056	538565	7	m	1	4.731107669	538565	6588056	538566.1927	6588051.422		
3100170058301	2017-06-19 18:10:00	1	0	2	1	Harju maakond Saue vald Hüüru küla Paldiski mnt	Paldiski mnt		Aiandi tee	8	11.456	Harju maakond	Saue vald	Hüüru küla	EI	Ühesõidukiõnnetus	Sõiduki teelt väljasõit	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	202	Sõiduk kaotab teelõigul või ristmikul juhitavuse ning kaldub kavandatud kursist vasakule vastassuuna vööndisse või teelt välja.	KOV tee/tänav	Tänav	Põhimaantee	Ristmik	T-kujuline ristmik	Reguleerimata ristmik - liiklusmärkidega	Sirge tee	Kerge langus	Sõidutee on korras	Püsikate	Kuiv	2	90	Pilvised olud	Valge aeg	Valge aeg	6584229.04	533633.91	13	m	1	0.137016562	533633.91	6584229.04	533633.8305	6584229.152		
2602140034934	2014-07-17 21:30:00	1	0	1	1	Tartu maakond VANA Tartu linn  Võru tn	Võru tn					Tartu maakond	Tartu linn	Tartu linn	JAH	Kokkupõrge	Kokkupõrge sõidukiga küljelt	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	402	Konflikt rajavahetusmanöövritel teelõigul või ristmiku peateel.	KOV tee/tänav	Tänav	Muu tee	Ristmik	†-kujuline ristmik	Fooriga reguleeritud ristmik	Sirge tee	Tasane tee	Sõidutee on korras	Püsikate	Kuiv		50	Selged olud	Pimeda aeg	Pimeda ajal valgustus ei põle	6472212	659241	8	m	1	1.769320791	659241	6472212	659239.2358	6472211.866		
3100180448566	2018-08-11 22:33:00	1	0	1	1	Pärnu maakond Saarde vald	TARTU - VILJANDI - KILINGI-NÕMME			92	120.046	Pärnu maakond	Saarde vald	Väljaküla	EI	Ühesõidukiõnnetus	Sõiduki teelt väljasõit	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	202	Sõiduk kaotab teelõigul või ristmikul juhitavuse ning kaldub kavandatud kursist vasakule vastassuuna vööndisse või teelt välja.	Riigitee	Põhimaantee	Põhimaantee	Erielemendita teelõik	Erielemendita teelõik	Rajatis puudub	Sirge tee	Tasane tee	Sõidutee on korras	Püsikate	Kuiv		90	Pilvised olud	Pimeda aeg	Pimeda ajal valgustus ei põle	6448285.41	560633.69	9	m	1	0.04346714105	560633.69	6448285.41	560633.7237	6448285.382		
3100170136620	2017-07-26 16:15:00	2	0	1	1	Järva maakond VANA Paide linn  Põllu tn	Põllu tn	18				Järva maakond	Paide linn	Paide linn	JAH	Kokkupõrge	Kokkupõrge sõidukiga küljelt	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	602	Teelõigul või ristmikul peateelt kõrvalteele vasakpööret sooritava sõiduki konflikt vastassuunast tuleva sõidukiga.	KOV tee/tänav	Tänav	Muu tee	Ristmik	X- kujuline ristmik	Reguleerimata ristmik – liiklusmärkideta	Sirge tee	Tasane tee	Sõidutee on korras	Püsikate	Kuiv		50	Selged olud	Valge aeg	Valge aeg	6528328	590035	2	m	1	10.42308806	590035	6528328	590035.305	6528317.581		
3100190753960	2019-12-27 21:10:00	2	0	1	1	Harju maakond Tallinn Kesklinna linnaosa Narva mnt	Narva mnt	11				Harju maakond	Tallinn	Kesklinna linnaosa	JAH	Jalakäijaõnnetus	Kokkupõrge jalakäijaga	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	104	Sõiduki konflikt teelõiku paremalt poolt ületava jalakäijaga.	KOV tee/tänav	Tänav	Muu tee	Ristmik	†-kujuline ristmik	Fooriga reguleeritud ristmik	Lauge kurv	Tasane tee	Sõidutee on korras	Püsikate	Märg		50	Pilvised olud	Pimeda aeg	Pimeda ajal valgustus põleb	6589090	543369	9	m	1	3.659860572	543369	6589090	543368.0058	6589093.522		
3100210370174	2021-06-28 14:55:00	2	0	2	1	Harju maakond Tallinn Lasnamäe linnaosa Lasnamäe tn	Lasnamäe tn	4a				Harju maakond	Tallinn	Lasnamäe linnaosa	JAH	Kokkupõrge	Kokkupõrge sõidukiga küljelt	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	501	Ristmiku peateel otse sõitva sõiduki konflikt vasakult poolt kõrvalteelt tuleva sõidukiga.	KOV tee/tänav	Tänav	Muu tee	Ristmik	T-kujuline ristmik	Jalakäijate ülekäigurada – reguleerimata	Sirge tee	Kerge tõus	Sõidutee on korras	Püsikate	Kuiv		50	Selged olud	Valge aeg	Valge aeg	6588030	544363	6	m	1	3.311527547	544363	6588030	544365.8004	6588028.233		
2101250015575	2025-01-30 07:55:00	2	0	1	1	Harju maakond Tallinn Põhja-Tallinna linnaosa Kolde pst	Kolde pst	41		7840601	0.214	Harju maakond	Tallinn	Põhja-Tallinna linnaosa	JAH	Jalakäijaõnnetus	Kokkupõrge jalakäijaga	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	601	Konflikt vastassuundadest otse sõitvate sõidukite vahel teelõigul või ristmiku peateel.	Kergliiklustee	Jalgtee	Muu tee	Kergliiklustee	Kõnnitee	Rajatis puudub	Sirge tee	Tasane tee	Sõidutee on korras	Püsikate	Märg		40	Pilvised olud	Valge aeg	Valge aeg	6589402.706	540388.8219	7	m	1	0.09837055212	540388.8219	6589402.706	540388.7761	6589402.793		
